"<Effect_01>","4160.748299 ms","0.1","Blink","1.1","0xffffffff","00:04"," < 1.100s > "
"<Effect_01>","25784.244402 ms","0.1","Blink","1.1","0xe64d4dff","00:25"," < 1.100s > "
"<Effect_01>","36281.007462 ms","0.1","Blink","1.1","0xb3b31aff","00:36"," < 1.100s > "
